(0.0,0.0)
(0.05,0.0)
(0.1,0.0)
(0.15,0.0)
(0.2,0.0)
(0.25,0.0)
(0.3,0.0)
(0.35,0.0)
(0.4,0.0015625)
(0.45,0.003125)
(0.5,0.009375000000000001)
(0.55,0.0171875)
(0.6,0.028125)
(0.65,0.053125000000000006)
(0.7,0.078125)
(0.75,0.1015625)
(0.8,0.1125)
(0.85,0.140625)
(0.9,0.1796875)
(0.95,1.0)
(1.0,1.0)
