(0.0,0.0)
(0.05,0.0)
(0.1,0.0)
(0.15,0.0)
(0.2,0.0)
(0.25,0.0)
(0.3,0.0)
(0.35,0.0)
(0.4,0.0)
(0.45,0.003125)
(0.5,0.0390625)
(0.55,0.053125)
(0.6,0.090625)
(0.65,0.11875)
(0.7,0.146875)
(0.75,0.1765625)
(0.8,0.18906250000000002)
(0.85,0.21093750000000003)
(0.9,0.22812500000000002)
(0.95,1.0)
(1.0,1.0)
